,decision,draws,losses,wins,opponent_wins,opponent_losses,opponent_draws,Height_Difference,Age_Difference
17274,Loss,5,15,12,10,11,4,5.0,-5.0
17275,Loss,5,15,12,10,11,4,5.0,-5.0
17284,Loss,1,10,12,10,9,1,-5.0,5.0
17285,Win,1,10,12,8,6,1,-5.0,5.0
17286,Loss,1,10,12,10,9,1,-5.0,5.0
17287,Win,1,10,12,8,6,1,-5.0,5.0
17288,Win,0,4,4,4,3,0,5.0,1.0
17289,Loss,1,2,11,9,2,1,-1.0,-2.0
17290,Win,2,7,10,9,5,1,0.0,0.0
17292,Loss,0,4,4,3,1,0,1.0,5.0
17293,Loss,0,4,34,32,2,0,2.0,-3.0
17294,Win,0,14,11,0,1,0,9.0,1.0
17295,Win,0,14,11,0,1,0,9.0,1.0
17296,Loss,0,0,4,2,0,0,1.0,3.0
17297,Win,1,2,11,7,0,1,-5.0,2.0
17298,Win,1,11,39,38,10,1,6.0,-6.0
17299,Loss,0,0,34,31,0,0,-10.0,7.0
17300,Win,1,7,38,33,5,0,-2.0,-4.0
17308,Win,3,8,18,18,6,3,2.0,-13.0
17309,Win,3,8,18,18,6,3,2.0,-13.0
17310,Win,3,8,18,18,6,3,2.0,-13.0
17314,Loss,3,8,18,17,4,3,-2.0,-3.0
17315,Loss,3,8,18,17,4,3,-2.0,-3.0
17316,Loss,3,8,18,17,4,3,-2.0,-3.0
17317,Win,2,9,9,7,7,2,-9.0,7.0
17318,Win,2,9,9,7,7,2,-9.0,7.0
17319,Draw,2,9,9,6,6,1,-9.0,7.0
17320,Draw,2,9,9,6,6,1,-9.0,7.0
17323,Win,0,12,10,5,3,0,1.0,4.0
17324,Win,0,12,10,5,3,0,1.0,4.0
17325,Win,0,12,10,5,3,0,1.0,4.0
17326,Win,0,12,10,5,3,0,1.0,4.0
17327,Loss,1,5,12,6,2,1,1.0,5.0
17328,Loss,1,5,12,6,2,1,1.0,5.0
17329,Loss,1,5,12,6,2,1,1.0,5.0
17330,Loss,1,5,12,6,2,1,1.0,5.0
17331,Win,0,5,15,2,1,0,-10.0,4.0
17332,Win,0,5,15,2,1,0,-10.0,4.0
17333,Win,0,12,10,8,8,0,4.0,0.0
17334,Win,0,12,10,8,8,0,4.0,0.0
17335,Win,0,12,10,8,8,0,4.0,0.0
17336,Win,0,12,10,8,8,0,4.0,0.0
17337,Win,2,9,8,0,2,0,0.0,0.0
17338,Win,2,9,8,0,2,0,0.0,0.0
17339,Win,1,1,11,5,0,1,7.0,-1.0
17340,Win,1,1,11,5,0,1,7.0,-1.0
17373,Loss,0,5,15,14,5,0,-8.0,6.0
17374,Win,1,2,9,8,0,1,-5.0,9.0
17376,Loss,1,3,19,11,2,1,-7.0,3.0
17378,Win,8,43,18,16,38,8,1.0,-4.0
17379,Loss,0,4,23,21,4,0,-4.0,3.0
17380,Loss,1,2,21,20,2,1,-8.0,1.0
17381,Win,3,26,12,10,20,3,-1.0,-4.0
17386,Win,5,20,13,10,13,4,6.0,-7.0
17388,Win,6,8,16,14,7,4,3.0,-4.0
17390,Loss,1,5,13,7,2,1,0.0,-6.0
17391,Win,1,8,12,11,7,1,0.0,-4.0
17392,Win,1,8,12,11,7,1,0.0,-4.0
17403,Win,1,6,10,10,5,1,8.0,7.0
17405,Loss,1,6,10,6,1,1,0.0,1.0
17406,Win,1,32,7,7,14,0,5.0,-5.0
17407,Win,1,32,7,7,14,0,5.0,-5.0
17408,Draw,4,15,4,4,4,2,-3.0,-11.0
17417,Loss,1,8,26,18,8,1,3.0,-3.0
17418,Loss,1,8,26,18,8,1,3.0,-3.0
17421,Win,1,12,29,29,9,1,-2.0,-5.0
17422,Win,1,12,29,29,9,1,-2.0,-5.0
17423,Loss,0,0,18,17,0,0,0.0,5.0
17424,Loss,0,0,18,17,0,0,0.0,5.0
17427,Loss,2,25,21,11,3,1,3.0,-2.0
17428,Win,2,25,21,10,2,1,3.0,-2.0
17429,Loss,2,25,21,11,3,1,3.0,-2.0
17430,Win,2,25,21,10,2,1,3.0,-2.0
17431,Win,0,2,12,9,1,0,0.0,10.0
17432,Win,0,2,12,9,1,0,0.0,10.0
17433,Loss,2,6,17,15,5,2,3.0,-9.0
17436,Draw,3,5,16,16,5,1,0.0,-8.0
17437,Draw,3,5,16,16,5,1,0.0,-8.0
17438,Win,0,2,6,1,0,0,0.0,-3.0
17439,Win,0,18,5,5,14,0,2.0,-5.0
17440,Win,0,18,5,5,14,0,2.0,-5.0
17441,Win,0,18,5,5,14,0,2.0,-5.0
17442,Win,0,18,5,5,14,0,2.0,-5.0
17443,Win,0,18,5,5,17,0,5.0,-2.0
17444,Win,0,18,5,5,17,0,5.0,-2.0
17446,Loss,0,5,37,34,2,0,10.0,-5.0
17447,Loss,0,5,37,34,2,0,10.0,-5.0
17448,Loss,0,5,37,34,2,0,10.0,-5.0
17449,Win,2,46,21,16,16,2,3.0,-4.0
17450,Loss,0,27,19,6,7,0,13.0,-10.0
17451,Loss,0,2,35,29,2,0,5.0,-4.0
17454,Win,2,18,12,10,12,2,6.0,-8.0
17455,Win,0,18,5,5,15,0,-5.0,-9.0
17456,Win,0,18,5,5,15,0,-5.0,-9.0
17460,Loss,8,43,18,15,37,8,-5.0,-17.0
17462,Win,0,14,11,5,8,0,-6.0,-10.0
17463,Win,0,14,11,5,8,0,-6.0,-10.0
17480,Win,1,19,18,9,5,0,-1.0,8.0
17481,Loss,0,5,37,28,0,0,6.0,5.0
17482,Loss,0,5,37,28,0,0,6.0,5.0
17483,Loss,0,5,37,28,0,0,6.0,5.0
17484,Loss,0,9,44,28,7,0,-1.0,2.0
17485,Win,3,24,15,0,0,0,4.0,0.0
17486,Loss,0,6,18,16,6,0,-4.0,11.0
17487,Loss,0,6,18,16,6,0,-4.0,11.0
17488,Win,3,26,12,10,17,3,-1.0,0.0
17489,Win,3,26,12,6,8,3,-1.0,0.0
17490,Draw,1,5,11,11,5,0,-3.0,1.0
17498,Loss,1,7,11,2,1,1,3.0,-4.0
17499,Loss,1,10,6,5,10,1,-2.0,-1.0
17500,Loss,5,20,13,10,17,4,3.0,-7.0
17525,Loss,0,0,3,2,0,0,0.0,14.0
17526,Loss,0,1,9,0,0,0,10.0,10.0
17527,Loss,1,1,18,4,0,1,3.0,11.0
17544,Win,2,11,12,12,8,2,4.0,7.0
17546,Win,0,2,12,9,1,0,6.0,5.0
17547,Win,0,2,12,9,1,0,6.0,5.0
17548,Win,0,10,4,3,4,0,9.0,5.0
17661,Loss,0,3,27,26,2,0,-12.0,5.0
17662,Loss,1,1,23,14,0,1,0.0,11.0
17663,Loss,2,3,16,15,2,2,-5.0,5.0
17689,Win,2,14,0,0,0,0,0.0,-4.0
17690,Loss,0,0,7,6,0,0,0.0,5.0
17691,Loss,1,1,8,2,0,0,3.0,5.0
17704,Win,0,2,21,15,0,0,-13.0,0.0
17705,Win,2,12,24,9,4,1,-5.0,-2.0
17706,Win,2,11,12,12,6,1,-10.0,10.0
17707,Loss,0,8,32,27,8,0,-5.0,4.0
17708,Loss,1,1,27,23,0,0,-13.0,1.0
17709,Win,1,8,31,25,3,1,-13.0,-2.0
17710,Win,3,57,12,5,6,2,-5.0,-5.0
17711,Win,3,57,12,0,3,0,-5.0,-5.0
17718,Loss,0,2,21,16,2,0,-10.0,-3.0
17719,Loss,1,15,24,17,5,1,-7.0,-4.0
17721,Loss,0,8,32,20,3,0,-2.0,1.0
17722,Loss,0,2,21,14,1,0,-2.0,7.0
17725,Loss,0,2,21,5,0,0,-3.0,0.0
17726,Loss,0,0,11,5,0,0,6.0,11.0
17727,Loss,2,50,7,6,36,1,12.0,3.0
17798,Win,1,9,4,0,1,0,2.0,7.0
17799,Win,1,9,4,0,1,0,2.0,7.0
17873,Win,1,15,14,1,2,0,-16.0,5.0
17874,Win,1,15,14,1,2,0,-16.0,5.0
17875,Win,0,7,24,24,3,0,-5.0,-3.0
17876,Win,6,26,16,14,16,5,-8.0,-3.0
17877,Win,6,26,16,5,9,3,-8.0,-3.0
17938,Win,1,5,11,0,1,0,8.0,-3.0
17939,Win,0,6,8,7,4,0,8.0,-2.0
17940,Win,0,3,8,6,0,0,-2.0,1.0
17941,Win,0,12,28,28,10,0,8.0,-9.0
17942,Win,0,12,28,28,10,0,8.0,-9.0
17943,Win,0,4,16,14,2,0,-2.0,0.0
17952,Loss,1,5,11,1,2,0,-7.0,5.0
17953,Loss,1,0,11,0,0,0,-12.0,9.0
18017,Loss,1,3,13,11,2,1,3.0,13.0
18018,Loss,1,3,13,11,2,1,3.0,13.0
18019,Win,1,24,25,25,20,1,5.0,-1.0
18020,Win,1,24,25,25,20,1,5.0,-1.0
18021,Win,1,24,25,25,18,1,5.0,-1.0
18022,Win,1,24,25,25,18,1,5.0,-1.0
18057,Loss,0,0,6,5,0,0,-2.0,3.0
18058,Loss,0,0,6,5,0,0,-2.0,3.0
18061,Loss,0,0,9,0,0,0,-12.0,2.0
18062,Loss,0,0,9,0,0,0,-12.0,2.0
18063,Loss,0,0,9,0,0,0,-12.0,2.0
18064,Loss,0,0,9,0,0,0,-12.0,2.0
18065,Loss,2,11,12,5,4,1,-7.0,5.0
18066,Loss,2,11,12,5,4,1,-7.0,5.0
18069,Loss,0,0,8,3,0,0,-15.0,4.0
18070,Loss,0,0,8,3,0,0,-15.0,4.0
18096,Loss,0,0,3,1,0,0,3.0,6.0
18097,Loss,0,0,3,2,0,0,5.0,3.0
18186,Win,0,1,2,0,0,0,3.0,-3.0
18187,Win,4,43,3,2,25,3,15.0,-4.0
18188,Win,4,43,3,2,25,3,15.0,-4.0
18190,Win,2,19,11,10,15,2,13.0,-2.0
18191,Win,0,7,1,1,1,0,10.0,1.0
18192,Win,0,7,1,1,1,0,10.0,1.0
18193,Loss,0,0,3,2,0,0,0.0,14.0
18194,Loss,1,8,28,19,5,1,2.0,1.0
18195,Loss,1,8,28,19,5,1,2.0,1.0
18196,Loss,1,2,16,12,0,0,4.0,8.0
18198,Loss,0,3,13,4,0,0,2.0,6.0
18364,Loss,0,6,24,16,2,0,-8.0,-1.0
18367,Draw,3,3,13,1,1,0,7.0,5.0
18372,Loss,0,1,8,2,0,0,2.0,5.0
18411,Win,0,19,23,23,18,0,4.0,-6.0
18417,Draw,4,5,12,8,2,3,3.0,0.0
18418,Win,4,5,12,8,1,3,3.0,0.0
18419,Win,0,11,12,10,6,0,3.0,0.0
18420,Win,2,31,5,1,3,0,6.0,-5.0
18421,Win,2,31,5,1,3,0,6.0,-5.0
18422,Win,3,7,5,3,4,1,8.0,2.0
18436,Loss,0,3,33,18,0,0,-2.0,7.0
18437,Loss,0,0,12,3,0,0,4.0,11.0
18438,Loss,0,4,35,13,0,0,-8.0,-1.0
18439,Loss,0,3,33,19,0,0,-10.0,-2.0
18440,Loss,0,1,11,2,0,0,1.0,1.0
18441,Loss,0,3,29,26,2,0,-14.0,-2.0
18442,Loss,0,3,29,25,2,0,-14.0,-2.0
18445,Win,2,9,24,9,2,2,11.0,6.0
18446,Win,2,9,24,9,2,2,11.0,6.0
18497,Draw,3,0,19,13,0,1,5.0,5.0
18498,Win,8,21,6,5,5,4,10.0,-4.0
18499,Win,1,20,5,3,3,0,8.0,-4.0
18526,Loss,1,0,16,8,0,0,-3.0,3.0
18527,Loss,0,4,12,6,0,0,-8.0,3.0
18528,Loss,0,4,12,6,0,0,-8.0,3.0
18531,Loss,0,0,25,12,0,0,-3.0,4.0
18532,Loss,0,0,25,3,0,0,-3.0,4.0
18533,Loss,1,6,3,2,0,1,-5.0,0.0
18534,Draw,1,6,3,2,0,0,-5.0,0.0
18550,Loss,0,1,20,10,0,0,0.0,10.0
18551,Loss,0,1,20,10,0,0,0.0,10.0
18552,Loss,0,1,16,0,0,0,-1.0,-1.0
18553,Loss,0,1,16,0,0,0,-1.0,-1.0
18554,Loss,0,1,20,19,1,0,5.0,5.0
18557,Loss,0,5,3,2,5,0,-11.0,4.0
18558,Loss,0,0,5,4,0,0,8.0,5.0
18635,Loss,0,9,21,18,1,0,0.0,2.0
18636,Loss,0,9,21,18,1,0,0.0,2.0
18639,Loss,0,2,28,24,0,0,8.0,-3.0
18640,Draw,1,1,31,30,1,0,3.0,2.0
18643,Loss,0,2,31,27,1,0,5.0,-1.0
18644,Loss,1,10,29,25,7,0,3.0,-2.0
18645,Win,3,20,17,11,14,2,8.0,1.0
18646,Loss,0,6,29,25,2,0,-2.0,-4.0
18662,Win,0,9,21,19,7,0,0.0,-1.0
18663,Win,0,9,21,19,7,0,0.0,-1.0
18664,Win,1,6,0,0,0,0,0.0,0.0
18686,Win,1,6,6,6,2,1,5.0,-6.0
18687,Win,1,6,6,6,2,1,5.0,-6.0
18707,Win,1,10,21,15,1,0,0.0,6.0
18708,Win,1,10,21,15,1,0,0.0,6.0
18709,Loss,0,1,32,22,0,0,0.0,8.0
18710,Loss,0,1,32,22,0,0,0.0,8.0
18711,Loss,0,1,32,22,0,0,0.0,8.0
18712,Loss,0,1,32,22,0,0,0.0,8.0
18713,Win,0,32,18,15,20,0,5.0,3.0
18714,Win,0,32,18,15,20,0,5.0,3.0
18715,Win,5,61,14,8,4,2,2.0,-3.0
18716,Win,5,61,14,8,4,2,2.0,-3.0
18717,Loss,0,10,18,14,2,0,2.0,5.0
18718,Loss,0,10,18,14,2,0,2.0,5.0
18719,Loss,0,1,29,23,1,0,-5.0,10.0
18720,Win,1,25,4,4,21,1,-7.0,-1.0
18721,Win,0,15,2,1,9,0,-2.0,6.0
18722,Draw,2,31,7,1,0,0,0.0,-1.0
18723,Draw,2,31,7,1,0,0,0.0,-1.0
18724,Win,2,14,2,2,10,2,0.0,6.0
18725,Loss,1,14,16,10,3,1,-1.0,7.0
18726,Win,0,14,0,0,8,0,-11.0,8.0
18727,Win,0,14,0,0,8,0,-11.0,8.0
18728,Loss,0,1,29,6,1,0,-10.0,7.0
18750,Win,1,20,39,29,5,0,-3.0,-1.0
18751,Win,1,20,39,29,5,0,-3.0,-1.0
18752,Win,1,8,48,33,5,1,0.0,-9.0
18753,Win,1,8,48,33,5,1,0.0,-9.0
18754,Win,0,5,46,45,4,0,-3.0,-4.0
18755,Win,0,5,46,45,4,0,-3.0,-4.0
18756,Win,0,1,13,12,0,0,2.0,4.0
18757,Win,0,1,13,12,0,0,2.0,4.0
18758,Win,2,7,24,15,0,1,-10.0,-6.0
18759,Win,2,7,24,15,0,1,-10.0,-6.0
18760,Win,0,9,24,22,6,0,-1.0,-9.0
18761,Win,0,9,24,22,6,0,-1.0,-9.0
18762,Win,0,12,31,16,1,0,-8.0,-5.0
18763,Win,0,12,31,16,1,0,-8.0,-5.0
18766,Win,0,10,23,10,4,0,-5.0,0.0
18767,Win,0,10,23,10,4,0,-5.0,0.0
18768,Loss,1,5,24,23,3,1,9.0,1.0
18769,Loss,1,5,24,23,3,1,9.0,1.0
18770,Win,0,14,26,24,8,0,3.0,-9.0
18771,Win,0,14,26,24,8,0,3.0,-9.0
18772,Win,0,14,26,24,8,0,3.0,-9.0
18773,Win,0,14,26,24,8,0,3.0,-9.0
18829,Loss,0,1,26,18,0,0,3.0,5.0
18830,Loss,0,1,26,18,0,0,3.0,5.0
18831,Win,2,16,33,27,7,1,3.0,-2.0
18832,Win,0,6,29,25,1,0,2.0,-4.0
18833,Loss,0,4,21,18,0,0,-6.0,0.0
18835,Loss,0,1,17,16,1,0,7.0,2.0
18837,Loss,0,2,34,28,0,0,4.0,2.0
18839,Loss,0,1,26,24,1,0,-5.0,2.0
18840,Loss,0,1,26,24,1,0,-5.0,2.0
18841,Loss,0,1,26,24,1,0,-5.0,2.0
18842,Loss,0,1,26,24,1,0,-5.0,2.0
18843,Win,0,23,3,1,11,0,1.0,-10.0
18844,Win,0,23,3,1,11,0,1.0,-10.0
18853,Loss,0,1,26,25,1,0,4.0,1.0
18854,Loss,0,1,26,25,1,0,4.0,1.0
18856,Loss,1,1,31,29,1,0,8.0,-2.0
18859,Win,0,2,0,0,0,0,-9.0,2.0
18864,Loss,0,1,12,10,0,0,8.0,-3.0
18875,Win,0,1,26,22,0,0,-2.0,5.0
18876,Win,0,1,26,22,0,0,-2.0,5.0
18877,Win,0,6,29,28,2,0,-3.0,-4.0
18878,Win,0,1,39,39,0,0,9.0,-2.0
18879,Win,1,2,28,23,1,1,2.0,-3.0
18880,Win,0,12,28,27,7,0,2.0,-6.0
18881,Win,0,12,28,27,7,0,2.0,-6.0
18882,Win,0,3,24,21,2,0,-1.0,-6.0
18884,Win,1,3,30,30,2,1,7.0,-3.0
18902,Win,0,10,23,21,7,0,-3.0,4.0
18905,Loss,0,0,24,23,0,0,6.0,2.0
18906,Win,0,11,23,15,5,0,-3.0,9.0
18907,Win,4,11,18,15,3,4,5.0,3.0
18908,Loss,0,10,23,15,5,0,-3.0,7.0
18909,Win,0,27,20,20,26,0,5.0,2.0
18910,Loss,1,1,37,36,1,0,2.0,2.0
18911,Loss,1,1,37,36,1,0,2.0,2.0
18913,Win,1,21,7,7,16,1,8.0,-10.0
18914,Win,1,21,7,7,16,1,8.0,-10.0
18915,Win,1,21,7,7,16,1,8.0,-10.0
18916,Win,4,27,6,4,18,2,-5.0,-11.0
18917,Win,1,4,8,6,3,0,-5.0,-9.0
18918,Win,1,4,8,6,3,0,-5.0,-9.0
18919,Win,1,9,4,4,3,1,0.0,-6.0
18920,Win,1,9,4,4,3,1,0.0,-6.0
18928,Win,1,10,27,25,7,0,-5.0,1.0
18930,Win,1,15,44,39,9,1,-2.0,2.0
18931,Win,0,16,21,13,9,0,2.0,2.0
18932,Win,1,24,37,32,14,1,0.0,-9.0
18933,Loss,1,10,27,22,4,0,-8.0,-1.0
18934,Loss,1,8,48,35,6,1,0.0,-11.0
18935,Loss,1,24,37,30,12,1,-3.0,-11.0
18936,Loss,0,0,9,3,0,0,5.0,1.0
18937,Loss,2,2,26,0,0,0,-3.0,-6.0
18938,Win,0,1,4,4,0,0,-3.0,-5.0
18939,Win,0,1,4,4,0,0,-3.0,-5.0
18940,Loss,0,2,12,8,1,0,-11.0,-1.0
18953,Loss,0,9,7,5,2,0,13.0,2.0
18954,Loss,0,9,7,5,2,0,13.0,2.0
18955,Loss,0,9,7,5,2,0,13.0,2.0
18956,Win,4,27,6,3,13,2,5.0,-6.0
19021,Win,2,14,3,0,2,0,0.0,-4.0
19022,Win,2,14,3,0,2,0,0.0,-4.0
19023,Win,0,20,8,7,14,0,3.0,-3.0
19024,Win,1,17,11,11,15,1,3.0,-10.0
19025,Win,1,17,11,11,15,1,3.0,-10.0
19027,Loss,0,0,12,5,0,0,-7.0,-1.0
19040,Win,2,14,3,3,13,2,12.0,-3.0
19041,Win,2,14,3,3,13,2,12.0,-3.0
19051,Win,2,14,3,0,3,0,5.0,-7.0
19052,Win,2,14,3,0,3,0,5.0,-7.0
19055,Loss,1,0,13,5,0,1,2.0,-1.0
19056,Loss,1,0,13,4,0,0,2.0,-1.0
19057,Loss,1,0,13,5,0,1,2.0,-1.0
19058,Loss,1,0,13,4,0,0,2.0,-1.0
19059,Loss,0,0,12,6,0,0,-5.0,2.0
19060,Loss,0,0,12,6,0,0,-5.0,2.0
19061,Loss,0,1,8,3,0,0,2.0,3.0
19062,Loss,0,1,8,3,0,0,2.0,3.0
19063,Loss,2,5,5,3,2,1,-3.0,-1.0
19064,Loss,2,5,5,3,2,1,-3.0,-1.0
19065,Loss,2,5,5,3,2,1,-3.0,-1.0
19066,Loss,2,5,5,3,2,1,-3.0,-1.0
19067,Win,1,8,5,0,0,0,2.0,0.0
19068,Win,1,8,5,0,0,0,2.0,0.0
19069,Win,1,8,5,0,0,0,2.0,0.0
19070,Win,1,8,5,0,0,0,2.0,0.0
19073,Loss,0,2,3,1,1,0,-3.0,3.0
19074,Loss,0,2,3,1,1,0,-3.0,3.0
19084,Loss,0,1,7,5,1,0,-7.0,8.0
19085,Loss,0,1,7,5,1,0,-7.0,8.0
19086,Loss,0,1,7,5,1,0,-7.0,8.0
19117,Win,1,27,31,25,22,1,8.0,-6.0
19144,Loss,0,0,11,9,0,0,-1.0,3.0
19145,Loss,0,0,11,9,0,0,-1.0,3.0
19146,Loss,0,0,11,9,0,0,-1.0,3.0
19147,Loss,0,8,18,14,5,0,5.0,2.0
19148,Loss,1,5,24,22,4,1,-9.0,-4.0
19159,Win,0,33,3,3,32,0,-2.0,-17.0
19160,Win,1,22,12,12,16,1,-2.0,-16.0
19164,Win,0,33,3,3,29,0,0.0,-19.0
19167,Win,0,33,3,3,23,0,-2.0,-6.0
19168,Win,1,17,1,1,13,1,5.0,8.0
19186,Win,0,33,3,2,17,0,3.0,-12.0
19187,Win,0,33,3,1,12,0,3.0,-12.0
19188,Win,1,69,7,6,40,1,11.0,-1.0
19190,Win,0,2,12,9,1,0,8.0,9.0
19201,Loss,0,2,7,0,0,0,4.0,10.0
19202,Loss,0,13,9,3,3,0,-2.0,10.0
19203,Loss,0,13,9,3,3,0,-2.0,10.0
19206,Loss,0,0,6,2,0,0,2.0,10.0
19207,Loss,0,2,12,3,0,0,2.0,15.0
19208,Loss,0,1,18,11,0,0,2.0,11.0
19233,Loss,0,0,7,5,0,0,-5.0,1.0
19325,Win,0,16,8,8,14,0,-4.0,-12.0
19326,Win,0,16,8,8,14,0,-4.0,-12.0
19327,Win,0,16,8,8,14,0,-4.0,-12.0
19328,Win,0,16,8,8,14,0,-4.0,-12.0
19329,Win,0,16,8,8,14,0,-4.0,-12.0
19330,Win,0,16,8,8,14,0,-4.0,-12.0
19340,Win,0,11,10,1,1,0,-13.0,-7.0
19341,Loss,0,11,10,0,1,0,-13.0,-7.0
19342,Win,0,11,10,1,1,0,-13.0,-7.0
19343,Loss,0,11,10,0,1,0,-13.0,-7.0
19344,Win,0,11,10,1,1,0,-13.0,-7.0
19345,Loss,0,11,10,0,1,0,-13.0,-7.0
19353,Win,0,16,8,6,4,0,9.0,-7.0
19354,Win,0,16,8,6,4,0,9.0,-7.0
19355,Win,0,16,8,6,2,0,9.0,-7.0
19356,Win,0,16,8,6,2,0,9.0,-7.0
19358,Loss,0,1,36,26,1,0,12.0,-5.0
19359,Loss,0,1,36,26,1,0,12.0,-5.0
19360,Loss,0,1,36,16,0,0,12.0,-5.0
19361,Loss,0,1,36,16,0,0,12.0,-5.0
19363,Win,2,18,30,14,12,1,2.0,-3.0
19373,Loss,0,16,8,0,1,0,12.0,-10.0
19374,Loss,0,16,8,0,1,0,12.0,-10.0
19396,Loss,1,3,18,17,3,1,4.0,12.0
19397,Loss,1,3,18,17,3,1,4.0,12.0
19398,Loss,1,3,18,17,3,1,4.0,12.0
19399,Loss,1,3,18,17,3,1,4.0,12.0
19400,Loss,1,3,18,17,3,1,4.0,12.0
19401,Loss,1,3,18,17,3,1,4.0,12.0
19402,Loss,3,3,26,14,2,2,-9.0,7.0
19403,Loss,3,3,26,8,2,2,-9.0,7.0
19404,Loss,3,3,26,14,2,2,-9.0,7.0
19405,Loss,3,3,26,8,2,2,-9.0,7.0
19408,Win,2,6,19,3,1,0,-12.0,10.0
19409,Win,2,6,19,3,1,0,-12.0,10.0
19439,Win,0,11,10,10,9,0,-13.0,-2.0
19473,Loss,1,15,24,0,1,0,3.0,-1.0
19474,Loss,1,25,4,2,2,1,6.0,-1.0
19476,Loss,0,4,29,24,1,0,8.0,7.0
19477,Win,3,10,15,11,2,2,8.0,5.0
19480,Win,0,14,16,11,8,0,5.0,-3.0
19481,Win,0,14,16,6,3,0,5.0,-3.0
19482,Win,0,14,16,5,2,0,5.0,-3.0
19541,Win,0,14,0,0,12,0,4.0,-1.0
19542,Win,0,14,0,0,12,0,4.0,-1.0
19650,Loss,1,14,4,3,14,1,-3.0,0.0
19651,Win,1,14,4,3,10,1,-3.0,0.0
19654,Draw,3,3,4,4,3,1,-3.0,-2.0
19655,Win,2,29,9,9,25,2,-3.0,-10.0
19658,Loss,2,0,11,0,0,2,-6.0,-2.0
19659,Loss,2,0,11,0,0,2,-6.0,-2.0
19660,Draw,2,0,11,0,0,1,-6.0,-2.0
19661,Draw,2,0,11,0,0,1,-6.0,-2.0
19662,Draw,2,0,11,0,0,0,-6.0,-2.0
19663,Draw,2,0,11,0,0,0,-6.0,-2.0
19664,Win,3,3,4,3,2,1,-3.0,-3.0
19665,Win,2,3,7,4,0,2,-3.0,1.0
19666,Win,2,7,2,2,5,1,-8.0,-5.0
19667,Win,2,7,2,2,2,1,-8.0,-5.0
19668,Draw,3,3,4,3,0,0,0.0,2.0
19669,Loss,3,3,4,2,0,0,0.0,2.0
19672,Win,2,7,2,2,4,1,-5.0,0.0
19673,Win,1,2,3,0,0,0,0.0,3.0
19674,Win,2,29,9,9,26,2,3.0,-10.0
19677,Win,0,3,11,6,1,0,3.0,2.0
19678,Win,0,3,11,6,1,0,3.0,2.0
19679,Win,1,2,3,2,1,1,3.0,-1.0
19680,Win,2,29,9,8,23,2,3.0,-7.0
19681,Win,2,7,18,18,6,2,-5.0,-6.0
19683,Loss,0,1,10,4,0,0,-5.0,-7.0
19684,Loss,0,1,10,4,0,0,-5.0,-7.0
19685,Win,4,15,4,3,3,2,-5.0,-11.0
19686,Win,0,6,13,10,2,0,3.0,0.0
19687,Win,0,6,13,10,2,0,3.0,0.0
19691,Win,1,14,4,3,9,1,0.0,0.0
19692,Win,2,5,12,12,3,2,-5.0,-4.0
19693,Win,2,5,12,12,3,2,-5.0,-4.0
19694,Win,4,18,7,7,14,3,-5.0,-5.0
19695,Win,4,18,7,7,14,3,-5.0,-5.0
19697,Loss,1,0,8,6,0,0,3.0,-1.0
19704,Win,2,2,7,5,1,1,-5.0,-1.0
19705,Win,2,7,2,2,3,1,-5.0,-6.0
19708,Win,3,9,4,4,8,3,2.0,1.0
19709,Loss,0,1,24,23,1,0,-8.0,-7.0
19712,Loss,2,3,13,11,2,1,-5.0,-4.0
19713,Loss,2,3,13,11,2,1,-5.0,-4.0
19714,Win,5,9,5,5,5,4,0.0,-1.0
19717,Win,2,3,13,10,0,1,0.0,7.0
19718,Win,2,3,13,10,0,1,0.0,7.0
19721,Loss,0,15,30,28,12,0,2.0,5.0
19722,Loss,0,15,30,28,12,0,2.0,5.0
19733,Loss,3,4,7,5,3,3,0.0,-2.0
19736,Loss,1,8,35,33,7,1,5.0,-6.0
19737,Win,0,28,25,4,13,0,5.0,-9.0
19738,Win,0,28,25,4,13,0,5.0,-9.0
19739,Win,0,14,11,9,11,0,6.0,-3.0
19740,Win,0,14,11,9,11,0,6.0,-3.0
19741,Win,0,7,13,11,0,0,2.0,2.0
19742,Win,0,7,13,11,0,0,2.0,2.0
19744,Loss,0,4,19,18,3,0,2.0,-4.0
19745,Loss,0,4,19,18,3,0,2.0,-4.0
19749,Loss,0,1,14,11,0,0,-1.0,0.0
19750,Loss,0,1,14,11,0,0,-1.0,0.0
19755,Win,2,7,18,17,2,2,-1.0,0.0
19756,Win,0,5,16,11,1,0,5.0,6.0
19757,Win,0,5,16,11,1,0,5.0,6.0
19758,Loss,2,7,18,9,0,2,-8.0,-6.0
19761,Loss,0,15,30,29,13,0,0.0,-10.0
19762,Loss,0,15,30,29,13,0,0.0,-10.0
19763,Win,4,18,7,7,15,4,0.0,-8.0
19764,Win,4,18,7,7,15,4,0.0,-8.0
19767,Win,4,19,9,9,16,4,3.0,-7.0
19768,Win,4,19,9,9,16,4,3.0,-7.0
19769,Win,4,19,9,9,16,4,3.0,-7.0
19794,Loss,1,1,47,46,1,1,-3.0,-2.0
19797,Win,1,9,9,7,6,1,-4.0,2.0
19798,Loss,0,3,14,12,3,0,-2.0,4.0
19803,Win,0,13,5,5,11,0,-1.0,0.0
19804,Win,3,26,12,11,23,3,-2.0,-10.0
19807,Win,3,42,23,22,27,3,17.0,-9.0
19808,Win,3,42,23,22,27,3,17.0,-9.0
